"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
6062,"SGOL","Aberdeen Standard Gold ETF Trust","Financial","Exchange Traded Fund","USA",,,18.42,-0.57%,1414811
6063,"SGOV","iShares 0-3 Month Treasury Bond ETF","Financial","Exchange Traded Fund","USA",,,100.02,0.00%,2772
6064,"SGRP","SPAR Group, Inc.","Industrials","Specialty Business Services","USA",16.40,9.32,0.98,4.71%,38136
6065,"SGRY","Surgery Partners, Inc.","Healthcare","Medical Care Facilities","USA",956.85,,17.95,-1.64%,51774
6066,"SGU","Star Group, L.P.","Energy","Oil & Gas Midstream","USA",418.97,9.24,9.38,-0.53%,13157
6067,"SH","ProShares Short S&P500","Financial","Exchange Traded Fund","USA",,,20.07,0.05%,3701126
6068,"SHAG","WisdomTree Yield Enhanced U.S. Short-Term Aggregate Bond Fund","Financial","Exchange Traded Fund","USA",,,51.50,-0.22%,2893
6069,"SHAK","Shake Shack Inc.","Consumer Cyclical","Restaurants","USA",2105.91,,58.74,1.08%,291706
6070,"SHBI","Shore Bancshares, Inc.","Financial","Banks - Regional","USA",129.50,7.55,9.92,-0.80%,957
6071,"SHE","SPDR SSGA Gender Diversity Index ETF","Financial","Exchange Traded Fund","USA",,,77.14,0.09%,895
6072,"SHEN","Shenandoah Telecommunications Company","Communication Services","Telecom Services","USA",2721.74,38.26,53.04,-1.41%,10723
6073,"SHG","Shinhan Financial Group Co., Ltd.","Financial","Banks - Regional","South Korea",12315.19,4.62,26.38,1.74%,22092
6074,"SHI","Sinopec Shanghai Petrochemical Company Limited","Energy","Oil & Gas Refining & Marketing","China",4641.77,7.63,22.53,-0.22%,10197
6075,"SHIP","Seanergy Maritime Holdings Corp.","Industrials","Marine Shipping","Greece",14.86,,0.47,-0.67%,1540938
6076,"SHLL","Tortoise Acquisition Corp.","Financial","Shell Companies","USA",1045.60,,38.94,-2.65%,12993862
6077,"SHLO","Shiloh Industries, Inc.","Consumer Cyclical","Auto Parts","USA",28.92,,1.15,0.87%,114076
6078,"SHLX","Shell Midstream Partners, L.P.","Energy","Oil & Gas Midstream","USA",4404.74,7.56,10.90,-1.67%,328861
6079,"SHM","SPDR Nuveen Bloomberg Barclays Short Term Municipal Bond ETF","Financial","Exchange Traded Fund","USA",,,49.96,0.01%,238657
6080,"SHO","Sunstone Hotel Investors, Inc.","Real Estate","REIT - Hotel & Motel","USA",1771.55,,8.01,-0.99%,277688
6081,"SHOO","Steven Madden, Ltd.","Consumer Cyclical","Footwear & Accessories","USA",1751.81,50.58,20.40,-2.11%,158469
6082,"SHOP","Shopify Inc.","Technology","Software - Application","Canada",122206.84,,1025.30,2.60%,865174
6083,"SHSP","SharpSpring, Inc.","Technology","Software - Application","USA",133.54,,9.55,-2.50%,21685
6084,"SHV","iShares Short Treasury Bond ETF","Financial","Exchange Traded Fund","USA",,,110.72,0.00%,411519
6085,"SHW","The Sherwin-Williams Company","Basic Materials","Specialty Chemicals","USA",60386.61,35.77,669.82,-0.24%,77758
6086,"SHY","iShares 1-3 Year Treasury Bond ETF","Financial","Exchange Traded Fund","USA",,,86.49,-0.02%,817755
6087,"SHYD","VanEck Vectors Short High-Yield Municipal Index ETF","Financial","Exchange Traded Fund","USA",,,24.42,0.15%,37605
6088,"SHYF","The Shyft Group, Inc.","Industrials","Farm & Heavy Construction Machinery","USA",698.74,18.86,20.25,1.00%,79075
6089,"SHYG","iShares 0-5 Year High Yield Corporate Bond ETF","Financial","Exchange Traded Fund","USA",,,44.38,-0.03%,348542
6090,"SHYL","Xtrackers Short Duration High Yield Bond ETF","Financial","Exchange Traded Fund","USA",,,46.37,-0.06%,433
6091,"SI","Silvergate Capital Corporation","Financial","Banks - Regional","USA",281.49,13.87,15.00,0.87%,54265
6092,"SIBN","SI-BONE, Inc.","Healthcare","Medical Devices","USA",610.60,,20.54,-1.20%,42147
6093,"SIC","Select Interior Concepts, Inc.","Consumer Cyclical","Residential Construction","USA",145.77,,6.36,8.90%,66087
6094,"SID","Companhia Siderurgica Nacional","Basic Materials","Steel","Brazil",3741.69,,2.52,-1.95%,452545
6095,"SIEB","Siebert Financial Corp.","Financial","Capital Markets","USA",122.77,36.20,3.82,-2.30%,4282
6096,"SIEN","Sientra, Inc.","Healthcare","Medical Devices","USA",188.06,,3.71,3.06%,521732
6097,"SIF","SIFCO Industries, Inc.","Industrials","Aerospace & Defense","USA",24.19,3.52,4.00,-0.62%,112
6098,"SIFY","Sify Technologies Limited","Communication Services","Telecom Services","India",222.52,24.49,1.19,-0.86%,31061
6099,"SIG","Signet Jewelers Limited","Consumer Cyclical","Luxury Goods","Bermuda",810.42,,15.65,0.32%,1061068
6100,"SIGA","SIGA Technologies, Inc.","Healthcare","Biotechnology","USA",556.99,89.25,7.12,-0.28%,43481
6101,"SIGI","Selective Insurance Group, Inc.","Financial","Insurance - Property & Casualty","USA",3368.68,18.41,57.60,0.50%,24690
6102,"SII","Sprott Inc.","Financial","Asset Management","Canada",989.87,,40.60,0.50%,8387
6103,"SIJ","ProShares UltraShort Industrials","Financial","Exchange Traded Fund","USA",,,7.14,0.34%,103
6104,"SIL","Global X Silver Miners ETF","Financial","Exchange Traded Fund","USA",,,45.21,-2.23%,186585
6105,"SILC","Silicom Ltd.","Technology","Communication Equipment","Israel",267.98,38.25,37.46,1.90%,428
6106,"SILJ","ETFMG Prime Junior Silver Miners ETF","Financial","Exchange Traded Fund","USA",,,14.13,-3.45%,532263
6107,"SILK","Silk Road Medical, Inc","Healthcare","Medical Devices","USA",1900.67,,54.95,0.70%,84081
6108,"SILV","SilverCrest Metals Inc.","Basic Materials","Other Industrial Metals & Mining","Canada",1186.49,,8.68,-1.14%,418622
6109,"SIM","Grupo Simec, S.A.B. de C.V.","Basic Materials","Steel","Mexico",1095.31,,6.50,3.67%,204
6110,"SIMO","Silicon Motion Technology Corporation","Technology","Semiconductors","Hong Kong",1316.02,15.85,37.74,0.03%,66607
6111,"SIMS","SPDR S&P Kensho Intelligent Structures ETF","Financial","Exchange Traded Fund","USA",,,33.24,0.00%,0
6112,"SINA","SINA Corporation","Communication Services","Internet Content & Information","China",2654.93,,40.80,-0.05%,290467
6113,"SINO","Sino-Global Shipping America, Ltd.","Industrials","Integrated Freight & Logistics","USA",7.39,,1.67,-8.94%,31585
6114,"SINT","Sintx Technologies, Inc.","Healthcare","Medical Devices","USA",45.87,,1.76,-1.12%,979078
6115,"SIRI","Sirius XM Holdings Inc.","Communication Services","Broadcasting","USA",25434.34,25.66,5.81,-0.68%,6238592
6116,"SITC","SITE Centers Corp.","Real Estate","REIT - Retail","USA",1527.32,33.33,7.61,-2.44%,234462
6117,"SITE","SiteOne Landscape Supply, Inc.","Industrials","Industrial Distribution","USA",5386.05,54.08,121.36,-1.67%,63549
6118,"SITM","SiTime Corporation","Technology","Semiconductors","USA",1143.10,,67.81,0.61%,42773
6119,"SIVB","SVB Financial Group","Financial","Banks - Regional","USA",12976.69,14.51,253.61,1.70%,132449
6120,"SIVR","Aberdeen Standard Physical Silver Shares ETF","Financial","Exchange Traded Fund","USA",,,25.47,-0.43%,346723
6121,"SIX","Six Flags Entertainment Corporation","Consumer Cyclical","Leisure","USA",1722.86,,20.24,0.20%,699606
6122,"SIXA","6 Meridian Mega Cap Equity ETF","Financial","Exchange Traded Fund","USA",,,28.25,-0.04%,4489
6123,"SIXH","6 Meridian Hedged Equity-Index Option Strategy ETF","Financial","Exchange Traded Fund","USA",,,25.73,-1.27%,2302
6124,"SIXL","6 Meridian Low Beta Equity Strategy ETF","Financial","Exchange Traded Fund","USA",,,27.84,0.07%,1401
6125,"SIXS","6 Meridian Small Cap Equity ETF","Financial","Exchange Traded Fund","USA",,,30.50,-0.41%,228
6126,"SIZE","iShares Edge MSCI USA Size Factor ETF","Financial","Exchange Traded Fund","USA",,,95.11,-0.31%,2956
6127,"SJ","Scienjoy Holding Corporation","Communication Services","Broadcasting","China",164.59,,7.07,0.00%,79
6128,"SJB","ProShares Short High Yield","Financial","Exchange Traded Fund","USA",,,19.81,0.15%,72891
6129,"SJI","South Jersey Industries, Inc.","Utilities","Utilities - Diversified","USA",2362.84,21.02,22.35,-4.57%,799081
6130,"SJM","The J. M. Smucker Company","Consumer Defensive","Packaged Foods","USA",12870.69,16.54,121.98,7.96%,2122836
6131,"SJNK","SPDR Bloomberg Barclays Short Term High Yield Bond ETF","Financial","Exchange Traded Fund","USA",,,26.05,-0.06%,3558361
6132,"SJR","Shaw Communications Inc.","Communication Services","Telecom Services","Canada",9772.74,19.46,19.03,-0.31%,119814
6133,"SJT","San Juan Basin Royalty Trust","Energy","Oil & Gas E&P","USA",136.12,23.98,2.63,-2.95%,18485
6134,"SJW","SJW Group","Utilities","Utilities - Regulated Water","USA",1853.52,70.76,63.91,-0.42%,7616
6135,"SKF","ProShares UltraShort Financials","Financial","Exchange Traded Fund","USA",,,11.05,0.18%,16856
6136,"SKM","SK Telecom Co.,Ltd","Communication Services","Telecom Services","South Korea",15905.72,18.00,22.96,2.23%,120996
6137,"SKOR","FlexShares Credit-Scored US Corporate Bond Index Fund","Financial","Exchange Traded Fund","USA",,,54.91,-0.25%,101
6138,"SKT","Tanger Factory Outlet Centers, Inc.","Real Estate","REIT - Retail","USA",567.68,,5.91,-1.09%,1146921
6139,"SKX","Skechers U.S.A., Inc.","Consumer Cyclical","Footwear & Accessories","USA",4795.58,33.21,29.52,-1.34%,335669
6140,"SKY","Skyline Champion Corporation","Consumer Cyclical","Residential Construction","USA",1711.90,32.85,29.96,-1.61%,67806
6141,"SKYS","Sky Solar Holdings, Ltd.","Utilities","Utilities - Renewable","Hong Kong",122.98,,5.62,0.54%,32185
6142,"SKYW","SkyWest, Inc.","Industrials","Airlines","USA",1702.88,10.05,32.48,-1.96%,161889
6143,"SKYY","First Trust Cloud Computing ETF","Financial","Exchange Traded Fund","USA",,,79.11,0.88%,184375
6144,"SLAB","Silicon Laboratories Inc.","Technology","Semiconductors","USA",4388.53,147.24,100.87,1.04%,45218
6145,"SLB","Schlumberger Limited","Energy","Oil & Gas Equipment & Services","USA",27414.96,,19.19,-1.82%,3361577
6146,"SLCA","U.S. Silica Holdings, Inc.","Energy","Oil & Gas Equipment & Services","USA",329.25,,4.29,-2.28%,429964
6147,"SLCT","Select Bancorp, Inc.","Financial","Banks - Regional","USA",140.33,17.49,7.65,0.53%,1518
6148,"SLDB","Solid Biosciences Inc.","Healthcare","Drug Manufacturers - Specialty & Generic","USA",108.72,,2.39,2.13%,103239
6149,"SLF","Sun Life Financial Inc.","Financial","Insurance - Diversified","Canada",25059.31,14.54,42.49,-1.73%,1664034
6150,"SLG","SL Green Realty Corp.","Real Estate","REIT - Office","USA",3655.27,17.64,49.19,-1.29%,333361
6151,"SLGG","Super League Gaming, Inc.","Communication Services","Electronic Gaming & Multimedia","USA",22.34,,2.18,1.79%,209910
6152,"SLGL","Sol-Gel Technologies Ltd.","Healthcare","Biotechnology","Israel",182.91,,7.61,-2.19%,4929
6153,"SLGN","Silgan Holdings Inc.","Consumer Cyclical","Packaging & Containers","USA",4181.54,16.70,37.17,-1.58%,86827
6154,"SLM","SLM Corporation","Financial","Credit Services","USA",2803.64,5.94,7.47,0.47%,872236
6155,"SLNO","Soleno Therapeutics, Inc.","Healthcare","Diagnostics & Research","USA",153.58,,1.96,2.62%,190527
6156,"SLP","Simulations Plus, Inc.","Healthcare","Health Information Services","USA",1130.07,114.56,57.76,0.43%,66856
6157,"SLQD","iShares 0-5 Year Investment Grade Corporate Bond ETF","Financial","Exchange Traded Fund","USA",,,52.21,-0.05%,60209
6158,"SLQT","SelectQuote, Inc.","Financial","Insurance Brokers","USA",3231.05,43.00,18.88,-3.92%,323703
6159,"SLRC","Solar Capital Ltd.","Financial","Asset Management","USA",715.48,,16.84,-0.50%,29887
6160,"SLRX","Salarius Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",19.68,,0.96,1.94%,47086
6161,"SLS","SELLAS Life Sciences Group, Inc.","Healthcare","Biotechnology","USA",22.06,,2.23,-1.76%,113813
6162,"SLT","Salt High truBeta US Market ETF","Financial","Exchange Traded Fund","USA",,,27.97,0.39%,400
6163,"SLV","iShares Silver Trust","Financial","Exchange Traded Fund","USA",,,24.52,-0.30%,17218059
6164,"SLVO","Credit Suisse X-Links Silver Shares Covered Call ETN","Financial","Exchange Traded Fund","USA",,,6.98,-0.14%,21508
6165,"SLVP","iShares MSCI Global Silver and Metals Miners ETF","Financial","Exchange Traded Fund","USA",,,15.54,-2.77%,79882
6166,"SLX","VanEck Vectors Steel ETF","Financial","Exchange Traded Fund","USA",,,30.45,-1.42%,897
6167,"SLY","SPDR S&P 600 Small Cap ETF","Financial","Exchange Traded Fund","USA",,,64.33,-0.56%,5242
6168,"SLYG","SPDR S&P 600 Small Cap Growth ETF","Financial","Exchange Traded Fund","USA",,,61.93,-0.42%,13738
6169,"SLYV","SPDR S&P 600 Small Cap Value ETF","Financial","Exchange Traded Fund","USA",,,53.35,-0.89%,55888
6170,"SM","SM Energy Company","Energy","Oil & Gas E&P","USA",313.51,,2.52,-0.98%,1844031
6171,"SMAR","Smartsheet Inc.","Technology","Software - Application","USA",5793.43,,49.09,1.07%,362650
6172,"SMB","VanEck Vectors AMT-Free Short Municipal Index ETF","Financial","Exchange Traded Fund","USA",,,18.08,-0.17%,53774
6173,"SMBC","Southern Missouri Bancorp, Inc.","Financial","Banks - Regional","USA",208.05,7.56,22.81,-1.00%,656
6174,"SMBK","SmartFinancial, Inc.","Financial","Banks - Regional","USA",228.03,9.14,13.67,-0.36%,1354
6175,"SMCI","Super Micro Computer, Inc.","Technology","Computer Hardware","USA",1379.39,16.66,26.30,-1.35%,60596
6176,"SMCP","AlphaMark Actively Managed Small Cap ETF","Financial","Exchange Traded Fund","USA",,,22.03,0.38%,100
6177,"SMDD","ProShares UltraPro Short MidCap400","Financial","Exchange Traded Fund","USA",,,11.98,1.74%,10064
6178,"SMDV","ProShares Russell 2000 Dividend Growers ETF","Financial","Exchange Traded Fund","USA",,,50.53,-0.92%,12939
6179,"SMED","Sharps Compliance Corp.","Industrials","Waste Management","USA",124.46,206.49,7.72,1.05%,31370
6180,"SMEZ","SPDR EURO STOXX Small Cap ETF","Financial","Exchange Traded Fund","USA",,,61.93,0.00%,0
6181,"SMFG","Sumitomo Mitsui Financial Group, Inc.","Financial","Banks - Diversified","Japan",39748.61,7.27,5.86,1.65%,328316
6182,"SMG","The Scotts Miracle-Gro Company","Basic Materials","Agricultural Inputs","USA",9626.13,30.09,173.15,0.21%,125996
6183,"SMH","VanEck Vectors Semiconductor ETF","Financial","Exchange Traded Fund","USA",,,172.99,0.32%,561450
6184,"SMHB","ETRACS 2xMonthly Pay Leveraged US Small Cap High Dividend ETN","Financial","Exchange Traded Fund","USA",,,5.38,-2.63%,67630
6185,"SMIN","iShares MSCI India Small-Cap ETF","Financial","Exchange Traded Fund","USA",,,35.11,0.22%,7039
6186,"SMIT","Schmitt Industries, Inc.","Technology","Scientific & Technical Instruments","USA",17.22,,4.78,1.06%,2393
6187,"SMLF","iShares Edge MSCI Multifactor USA Small-Cap ETF","Financial","Exchange Traded Fund","USA",,,38.58,-0.76%,13283
6188,"SMLL","Direxion Daily Small Cap Bull 2X Shares","Financial","Exchange Traded Fund","USA",,,39.76,0.16%,514
6189,"SMLP","Summit Midstream Partners, LP","Energy","Oil & Gas Midstream","USA",46.72,,0.83,-0.32%,93976
6190,"SMLV","SPDR SSGA US Small Cap Low Volatility Index ETF","Financial","Exchange Traded Fund","USA",,,80.15,-0.75%,3492
6191,"SMM","Salient Midstream & MLP Fund","Financial","Asset Management","USA",73.90,,4.11,-1.56%,43788
6192,"SMMCU","South Mountain Merger Corp.","Financial","Shell Companies","USA",64.81,,10.40,0.29%,1
6193,"SMMD","iShares Russell 2500 ETF","Financial","Exchange Traded Fund","USA",,,45.95,-0.47%,4637
6194,"SMMF","Summit Financial Group, Inc.","Financial","Banks - Regional","USA",199.20,6.94,15.06,-0.66%,3514
6195,"SMMT","Summit Therapeutics plc","Healthcare","Biotechnology","United Kingdom",242.03,2.94,3.45,-4.17%,16112
6196,"SMMU","PIMCO Short Term Municipal Bond Active ETF","Financial","Exchange Traded Fund","USA",,,51.28,-0.15%,9326
6197,"SMMV","iShares Edge MSCI Min Vol USA Small-Cap ETF","Financial","Exchange Traded Fund","USA",,,30.47,-0.72%,54869
6198,"SMN","ProShares UltraShort Basic Materials","Financial","Exchange Traded Fund","USA",,,14.41,-0.07%,458
6199,"SMOG","VanEck Vectors Low Carbon Energy ETF","Financial","Exchange Traded Fund","USA",,,105.40,-0.45%,1427
6200,"SMP","Standard Motor Products, Inc.","Consumer Cyclical","Auto Parts","USA",1037.86,18.24,45.65,0.33%,12792
6201,"SMPL","The Simply Good Foods Company","Consumer Defensive","Packaged Foods","USA",2381.65,86.28,24.36,-2.64%,97961
6202,"SMRT","Stein Mart, Inc.","Consumer Cyclical","Apparel Retail","USA",5.49,,0.07,0.00%,0
6203,"SMSI","Smith Micro Software, Inc.","Technology","Software - Application","USA",157.16,14.82,3.84,0.79%,104601
6204,"SMTC","Semtech Corporation","Technology","Semiconductors","USA",4080.62,148.31,61.88,-0.66%,114313
6205,"SMTS","Sierra Metals Inc.","Basic Materials","Other Industrial Metals & Mining","Canada",255.61,56.07,1.56,-0.64%,50082
6206,"SMTX","SMTC Corporation","Technology","Electronic Components","Canada",102.31,,3.28,-5.10%,40958
6207,"SNA","Snap-on Incorporated","Industrials","Tools & Accessories","USA",8182.43,14.40,146.96,-1.54%,77479
6208,"SNAP","Snap Inc.","Communication Services","Internet Content & Information","USA",30989.24,,20.76,-0.53%,6414189
6209,"SNBR","Sleep Number Corporation","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",1304.60,17.51,46.13,-1.36%,129818
6210,"SNCA","Seneca Biopharma, Inc.","Healthcare","Biotechnology","USA",11.82,,0.71,-0.03%,70157
6211,"SNCR","Synchronoss Technologies, Inc.","Technology","Software - Application","USA",221.56,,4.31,-1.82%,375380
6212,"SND","Smart Sand, Inc.","Energy","Oil & Gas Equipment & Services","USA",64.66,3.28,1.45,4.32%,38754
6213,"SNDE","Sundance Energy Inc.","Energy","Oil & Gas E&P","USA",28.99,,2.08,-2.35%,132930
6214,"SNDL","Sundial Growers Inc.","Healthcare","Drug Manufacturers - Specialty & Generic","Canada",63.21,,0.32,-5.50%,3732132
6215,"SNDR","Schneider National, Inc.","Industrials","Trucking","USA",4686.19,28.96,27.05,-0.11%,47606
6216,"SNDX","Syndax Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",643.84,,16.53,-1.08%,31398
6217,"SNE","Sony Corporation","Technology","Consumer Electronics","Japan",100578.00,15.97,79.39,-0.48%,258652
6218,"SNES","SenesTech, Inc.","Basic Materials","Specialty Chemicals","USA",5.46,,1.48,-4.51%,113954
6219,"SNFCA","Security National Financial Corporation","Financial","Credit Services","USA",104.78,4.62,6.49,0.46%,8868
6220,"SNGX","Soligenix, Inc.","Healthcare","Biotechnology","USA",62.09,,2.04,-0.97%,174950
6221,"SNLN","Highland/iBoxx Senior Loan ETF","Financial","Exchange Traded Fund","USA",,,15.91,-0.20%,5298
6222,"SNMP","Sanchez Midstream Partners LP","Energy","Oil & Gas Midstream","USA",6.22,,0.31,-1.05%,25061
6223,"SNN","Smith & Nephew plc","Healthcare","Medical Devices","United Kingdom",17646.47,44.61,40.11,0.80%,108965
6224,"SNOA","Sonoma Pharmaceuticals, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic","USA",16.00,,7.42,-2.63%,12815
6225,"SNP","China Petroleum & Chemical Corporation","Energy","Oil & Gas Integrated","China",68305.72,16.84,45.73,-0.44%,25907
6226,"SNPE","Xtrackers S&P 500 ESG ETF","Financial","Exchange Traded Fund","USA",,,30.43,-0.07%,3993
6227,"SNPS","Synopsys, Inc.","Technology","Software - Infrastructure","USA",32546.48,52.87,213.93,0.07%,205218
6228,"SNR","New Senior Investment Group Inc.","Real Estate","REIT - Residential","USA",354.76,12.51,4.30,-1.94%,69086
6229,"SNSR","Global X Internet of Things ETF","Financial","Exchange Traded Fund","USA",,,26.93,0.41%,22439
6230,"SNSS","Sunesis Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",49.40,,0.28,0.87%,2481306
6231,"SNUG","Alpha Architect Merlyn.AI Tactical Growth and Income ETF","Financial","Exchange Traded Fund","USA",,,26.74,0.67%,36
6232,"SNV","Synovus Financial Corp.","Financial","Banks - Regional","USA",3237.38,8.64,21.95,-0.45%,352997
6233,"SNX","SYNNEX Corporation","Technology","Information Technology Services","USA",6492.52,13.68,126.53,-0.43%,81347
6234,"SNY","Sanofi","Healthcare","Drug Manufacturers - General","France",131273.99,9.82,51.67,0.28%,371478
6235,"SO","The Southern Company","Utilities","Utilities - Regulated Electric","USA",55699.11,17.34,52.32,-1.02%,657551
6236,"SOAC","Sustainable Opportunities Acquisition Corp.","Financial","Shell Companies","USA",365.91,,9.80,0.35%,4871
6237,"SOCL","Global X Social Media ETF","Financial","Exchange Traded Fund","USA",,,49.40,0.63%,14073
6238,"SOGO","Sogou Inc.","Communication Services","Internet Content & Information","China",3362.50,56.97,8.69,0.40%,466468
6239,"SOHO","Sotherly Hotels Inc.","Real Estate","REIT - Hotel & Motel","USA",33.15,,2.10,-0.47%,47721
6240,"SOHU","Sohu.com Limited","Communication Services","Internet Content & Information","China",828.99,,20.50,-1.11%,101961
6241,"SOI","Solaris Oilfield Infrastructure, Inc.","Energy","Oil & Gas Equipment & Services","USA",363.81,,7.75,-1.77%,45653
6242,"SOIL","Global X Fertilizers/Potash ETF","Financial","Exchange Traded Fund","USA",,,8.16,0.00%,0
6243,"SOL","ReneSola Ltd","Technology","Solar","USA",101.92,,2.38,7.10%,603360
6244,"SOLO","Electrameccanica Vehicles Corp.","Consumer Cyclical","Auto Manufacturers","Canada",183.53,,2.74,-3.01%,1336432
6245,"SOLY","Soliton, Inc.","Healthcare","Medical Devices","USA",141.89,,6.68,-0.96%,55450
6246,"SON","Sonoco Products Company","Consumer Cyclical","Packaging & Containers","USA",5472.94,20.20,53.93,-0.91%,44696
6247,"SONA","Southern National Bancorp of Virginia, Inc.","Financial","Banks - Regional","USA",222.36,9.58,8.70,-2.03%,7491
6248,"SONM","Sonim Technologies, Inc.","Technology","Communication Equipment","USA",61.59,,0.90,-2.31%,404220
6249,"SONN","Sonnet BioTherapeutics Holdings, Inc.","Healthcare","Biotechnology","USA",51.60,,3.16,-18.97%,4565529
6250,"SONO","Sonos, Inc.","Technology","Consumer Electronics","USA",1550.96,,13.54,-1.81%,970210
6251,"SOR","Source Capital, Inc.","Financial","Closed-End Fund - Equity","USA",313.48,4.77,37.13,0.39%,2114
6252,"SOS","SOS Limited","Healthcare","Medical Care Facilities","China",24.24,,1.75,0.57%,9324
6253,"SOVB","Cambria Sovereign Bond ETF","Financial","Exchange Traded Fund","USA",,,24.95,0.20%,3
6254,"SOXL","Direxion Daily Semiconductor Bull 3X Shares","Financial","Exchange Traded Fund","USA",,,253.90,0.48%,348006
6255,"SOXS","Direxion Daily Semiconductor Bear 3X Shares","Financial","Exchange Traded Fund","USA",,,3.62,-0.48%,2182528
6256,"SOXX","iShares PHLX Semiconductor ETF","Financial","Exchange Traded Fund","USA",,,302.26,0.12%,150376
6257,"SOYB","Teucrium Soybean","Financial","Exchange Traded Fund","USA",,,14.61,1.14%,103150
6258,"SP","SP Plus Corporation","Industrials","Specialty Business Services","USA",464.44,,20.10,-0.94%,34976
6259,"SPAB","SPDR Portfolio Aggregate Bond ETF","Financial","Exchange Traded Fund","USA",,,30.86,-0.34%,472238
6260,"SPAQ","Spartan Energy Acquisition Corp.","Financial","Shell Companies","USA",737.47,139.17,13.39,0.19%,5054573
6261,"SPB","Spectrum Brands Holdings, Inc.","Consumer Defensive","Household & Personal Products","USA",2611.86,,59.52,-1.33%,65167
6262,"SPBO","SPDR Portfolio Corporate Bond ETF","Financial","Exchange Traded Fund","USA",,,35.61,-0.50%,128931
6263,"SPCB","SuperCom Ltd.","Industrials","Security & Protection Services","Israel",18.08,,1.13,1.80%,42043
6264,"SPCE","Virgin Galactic Holdings, Inc.","Industrials","Aerospace & Defense","USA",4233.14,,17.18,-2.53%,3488630
6265,"SPDN","Direxion Daily S&P 500 Bear 1X Shares","Financial","Exchange Traded Fund","USA",,,20.51,0.00%,49850
6266,"SPDV","AAM S&P 500 High Dividend Value ETF","Financial","Exchange Traded Fund","USA",,,22.28,0.00%,180
6267,"SPDW","SPDR Portfolio Developed World ex-US ETF","Financial","Exchange Traded Fund","USA",,,29.73,-0.27%,416828
6268,"SPE","Special Opportunities Fund, Inc.","Financial","Closed-End Fund - Equity","USA",107.45,3.94,12.59,-0.40%,2068
6269,"SPEM","SPDR Portfolio Emerging Markets ETF","Financial","Exchange Traded Fund","USA",,,37.42,0.35%,338402
6270,"SPEU","SPDR Portfolio Europe ETF","Financial","Exchange Traded Fund","USA",,,34.01,-0.04%,1741
6271,"SPFF","Global X SuperIncome Preferred ETF","Financial","Exchange Traded Fund","USA",,,11.22,-0.24%,10799
6272,"SPFI","South Plains Financial, Inc.","Financial","Banks - Regional","USA",268.64,8.53,14.18,-1.70%,719
6273,"SPG","Simon Property Group, Inc.","Real Estate","REIT - Retail","USA",21067.18,12.03,67.00,-2.18%,2720382
6274,"SPGI","S&P Global Inc.","Financial","Financial Data & Stock Exchanges","USA",86569.20,33.94,358.44,-0.43%,164601
6275,"SPGM","SPDR Portfolio MSCI Global Stock Market ETF","Financial","Exchange Traded Fund","USA",,,44.01,0.11%,885
6276,"SPGP","Invesco S&P 500 GARP ETF","Financial","Exchange Traded Fund","USA",,,60.88,-0.08%,3352
6277,"SPH","Suburban Propane Partners, L.P.","Utilities","Utilities - Regulated Gas","USA",809.75,15.83,12.93,1.33%,104693
6278,"SPHB","Invesco S&P 500 High Beta ETF","Financial","Exchange Traded Fund","USA",,,43.43,-0.75%,108369
6279,"SPHD","Invesco S&P 500 High Dividend Low Volatility ETF","Financial","Exchange Traded Fund","USA",,,34.12,-1.10%,541961
6280,"SPHQ","Invesco S&P 500 Quality ETF","Financial","Exchange Traded Fund","USA",,,39.06,0.05%,118598
6281,"SPHY","SPDR Portfolio High Yield Bond ETF","Financial","Exchange Traded Fund","USA",,,25.67,0.23%,66444
6282,"SPI","SPI Energy Co., Ltd.","Technology","Solar","Hong Kong",21.96,,1.38,0.66%,136241
6283,"SPIB","SPDR Portfolio Intermediate Term Corporate Bond ETF","Financial","Exchange Traded Fund","USA",,,36.78,-0.20%,161301
6284,"SPIP","SPDR Portfolio TIPS ETF","Financial","Exchange Traded Fund","USA",,,30.91,-0.16%,166969
6285,"SPKE","Spark Energy, Inc.","Utilities","Utilities - Regulated Electric","USA",330.31,6.06,9.34,-1.06%,38667
6286,"SPLB","SPDR Portfolio Long Term Corporate Bond ETF","Financial","Exchange Traded Fund","USA",,,32.12,-0.99%,104578
6287,"SPLG","SPDR Portfolio S&P 500 ETF","Financial","Exchange Traded Fund","USA",,,40.28,0.00%,604347
6288,"SPLK","Splunk Inc.","Technology","Software - Infrastructure","USA",31782.47,,203.15,0.45%,351269
6289,"SPLP","Steel Partners Holdings L.P.","Industrials","Conglomerates","USA",177.03,,7.25,3.57%,430
6290,"SPLV","Invesco S&P 500 Low Volatility ETF","Financial","Exchange Traded Fund","USA",,,54.14,-0.15%,785365
6291,"SPMB","SPDR Portfolio Mortgage Backed Bond ETF","Financial","Exchange Traded Fund","USA",,,26.67,-0.06%,31221
6292,"SPMD","SPDR Portfolio S&P 400 Mid Cap ETF","Financial","Exchange Traded Fund","USA",,,33.75,-0.85%,280001
